doc_id,CASEID,Freedom.and.Rights,E.plurabus.Unum,representation.of.the.people,popular.will.and.equality,National.identity.and.heritage,Not.a.democracy.a.Republic,flawed.democracy,Institution.and.constitution,unclassified.other,Don.t.know,nothing.disaffected,Nothing.more.to.add,NA.
2606,2059442719,0,0,0,1,0,0,0,0,0,0,0,0,0
2610,2061693829,0,0,0,1,0,0,0,1,0,0,0,0,0
2614,2060811559,1,0,0,0,0,0,0,0,0,0,0,0,0
2620,2059352085,0,0,0,0,0,0,0,1,0,0,0,0,0
2621,2059329925,0,0,0,0,0,0,0,0,1,0,0,0,0
2623,2058718167,1,0,0,0,0,0,0,0,0,0,0,0,0
2634,2061570575,0,0,0,1,0,0,0,1,0,0,0,0,0
2635,2057868477,0,0,0,0,0,0,0,1,0,0,0,0,0
2640,2061694261,0,0,0,0,0,0,0,1,0,0,0,0,0
2643,2057275307,0,0,0,0,0,1,1,0,0,0,0,0,0
2646,2059250159,0,0,0,0,0,0,0,0,0,1,0,0,0
2649,2058117845,0,0,0,1,0,0,0,0,0,0,0,0,0
2653,2058329057,0,0,0,1,0,0,0,0,0,0,0,0,0
2656,2058234395,0,0,1,0,0,0,0,0,0,0,0,0,0
2660,2057007319,1,0,0,1,0,0,0,0,0,0,0,0,0
2662,2057656945,1,0,0,0,0,0,1,0,0,0,0,0,0
2671,2057144859,0,0,0,0,0,0,0,0,1,0,0,0,0
2674,2058687267,0,0,0,1,0,0,0,0,0,0,0,0,0
2676,2057443429,0,0,0,1,0,0,0,0,0,0,0,0,0
2687,2058465219,0,0,0,0,0,0,0,0,1,0,0,0,0
2691,2058390327,0,0,0,1,0,0,0,0,0,0,0,0,0
2693,2058277687,0,0,1,1,0,0,0,0,0,0,0,0,0
2694,2058706563,0,0,0,1,0,0,0,0,0,0,0,0,0
2695,2058253257,0,0,0,1,0,0,0,0,0,0,0,0,0
2702,2058639221,0,0,0,0,0,0,0,1,0,0,0,0,0
2703,2058403933,0,0,0,1,0,0,0,0,0,0,0,0,0
2705,2058755813,0,0,0,1,0,0,0,0,0,0,0,0,0
2713,2060652831,1,0,0,1,0,0,0,0,0,0,0,0,0
2714,2059404289,0,0,0,1,0,0,0,1,0,0,0,0,0
2718,2058350915,0,0,0,1,0,0,0,0,0,0,0,0,0
2721,2058872831,0,0,0,1,0,0,0,0,0,0,0,0,0
2725,2061233327,0,0,0,1,0,0,0,0,0,0,0,0,0
2726,2059111637,0,0,0,1,0,0,0,0,0,0,0,0,0
2733,2059352143,0,0,0,1,0,0,0,0,0,0,0,0,0
2734,2058325941,0,0,0,1,0,0,0,0,0,0,0,0,0
2738,2059352145,0,0,0,1,0,0,0,0,0,0,0,0,0
2743,2057498195,0,0,0,1,0,0,0,0,0,0,0,0,0
2753,2056970201,1,0,0,0,0,0,0,0,0,0,0,0,0
2754,2058252629,0,0,0,1,0,0,0,0,0,0,0,0,0
2762,2058645877,0,0,0,0,0,1,0,1,0,0,0,0,0
2774,2052161747,1,0,0,0,0,0,0,0,0,0,0,0,0
2778,2058309135,1,0,0,1,0,0,0,0,0,0,0,0,0
2784,2058277601,1,0,0,0,0,0,0,0,0,0,0,0,0
2795,2057101211,0,0,0,1,0,0,0,0,0,0,0,0,0
2797,2058705353,1,0,0,0,0,0,0,0,0,0,0,0,0
2805,2057838193,0,0,0,0,0,1,0,0,0,0,0,0,0
2806,2059352179,0,0,0,0,0,1,0,0,0,0,0,0,0
2807,2057497359,0,0,0,0,0,0,0,0,0,1,0,0,0
2811,2058738129,1,0,0,0,0,0,0,0,0,0,0,0,0
2818,2057101021,0,0,0,1,0,0,0,0,0,0,0,0,0
2824,2059352189,0,0,0,1,0,0,0,0,0,0,0,0,0
2829,2057272759,0,0,0,1,0,0,1,0,0,0,0,0,0
2831,2059352193,1,0,0,0,0,0,0,0,0,0,0,0,0
2839,2058295775,0,0,0,1,0,0,0,0,0,0,0,0,0
2842,2058766843,1,0,0,0,0,0,0,0,0,0,0,0,0
2847,2058640465,0,0,0,1,0,0,0,0,0,0,0,0,0
2849,2057376217,0,0,0,1,0,0,0,0,0,0,0,0,0
2850,2058863173,1,0,0,0,0,0,0,0,0,0,0,0,0
2851,2058352237,1,0,0,1,0,0,0,0,0,0,0,0,0
2855,2058616019,0,0,0,0,0,0,0,0,1,0,0,0,0
2861,2058571677,0,0,0,1,0,0,0,0,0,0,0,0,0
2865,2058948629,1,0,0,0,0,0,0,0,0,0,0,0,0
2869,2058351513,0,0,0,0,0,0,0,1,0,0,0,0,0
2876,2058326257,0,0,0,0,0,0,0,0,1,0,0,0,0
2877,2058388705,0,0,0,1,0,0,0,0,0,0,0,0,0
2884,2057074125,0,0,0,1,0,0,0,0,0,0,0,0,0
2888,2058326413,1,0,0,0,0,0,0,0,0,0,0,0,0
2892,2058698807,0,0,0,0,0,0,0,0,0,1,0,0,0
2893,2058624533,0,0,0,0,0,0,0,1,0,0,0,0,0
2896,2058436321,0,0,0,0,0,0,0,0,0,1,0,0,0
2898,2059352215,1,0,0,0,0,0,0,0,0,0,0,0,0
2903,2058419577,0,0,0,0,0,0,0,0,1,0,0,0,0
2904,2058588979,0,0,0,0,0,0,0,0,1,0,0,0,0
2908,2058725673,0,0,0,0,0,0,0,0,0,0,1,0,0
2910,2058301623,0,0,0,0,0,0,0,1,0,0,0,0,0
2915,2058085175,0,0,0,1,0,0,0,0,0,0,0,0,0
2920,2058823593,1,0,0,0,0,0,0,0,0,0,0,0,0
2926,2056933095,0,0,0,1,0,0,0,0,0,0,0,0,0
2929,2057004949,1,0,0,0,0,0,0,0,0,0,0,0,0
2933,2059352233,0,0,0,0,0,0,0,0,1,0,0,0,0
2938,2059442393,0,0,0,0,0,0,0,1,0,0,0,0,0
2942,2061680839,0,0,0,1,0,0,0,0,0,0,0,0,0
2943,2058757253,1,0,0,0,0,0,0,0,0,0,0,0,0
2951,2057440435,0,0,0,1,0,0,0,0,0,0,0,0,0
2955,2058487855,0,0,0,1,0,0,0,0,0,0,0,0,0
2959,2058823587,0,0,0,1,0,0,0,0,0,0,0,0,0
2962,2058717449,0,0,0,1,0,0,0,0,0,0,0,0,0
2964,2058717485,0,0,0,0,0,0,0,0,0,0,1,0,0
2966,2058757013,1,0,0,0,0,0,0,0,0,0,0,0,0
2973,2057497793,0,0,0,0,0,0,0,0,1,0,0,0,0
2976,2058705757,0,0,0,0,1,0,0,0,0,0,0,0,0
2977,2060091505,0,0,0,1,0,0,0,0,0,0,0,0,0
2978,2059352255,0,0,0,0,0,0,0,0,1,0,0,0,0
2980,2059352265,0,0,0,0,0,0,0,0,0,1,0,0,0
2987,2059352301,0,0,0,1,0,0,0,0,0,0,0,0,0
2991,2058235769,1,0,0,0,0,0,0,0,0,0,0,0,0
2994,2058698847,0,0,0,0,0,0,0,0,1,0,0,0,0
2995,2058755335,0,0,0,1,0,0,0,0,0,0,0,0,0
2998,2058857053,0,0,0,0,0,0,0,0,0,1,0,0,0
4000,60190778,0,0,0,0,0,0,0,1,0,0,0,0,0
4001,67815553,1,0,0,0,0,0,0,0,0,0,0,0,0
4003,190584479,0,0,0,0,0,0,0,0,0,0,1,0,0
4004,214791229,0,0,0,1,0,0,0,0,0,0,0,0,0
4005,153961049,0,0,0,1,0,0,0,0,0,0,0,0,0
4006,11207375,1,0,0,0,0,0,0,0,0,0,0,0,0
4007,211140715,0,0,0,0,0,0,0,0,1,0,0,0,0
4008,41538320,0,0,0,0,0,1,0,0,0,0,0,0,0
4011,50356174,0,0,0,0,0,0,0,0,0,0,1,0,0
4014,68245680,1,0,0,0,0,0,0,0,0,0,0,0,0
4015,136865239,0,0,0,0,0,1,0,0,0,0,1,0,0
4016,50764846,0,0,1,1,0,0,0,0,0,0,0,0,0
4017,212986175,0,0,1,0,0,0,0,0,0,0,0,0,0
4018,214252051,0,0,0,0,0,0,0,0,1,0,0,0,0
4019,11695202,0,0,0,0,0,0,0,0,0,0,1,0,0
4021,40671407,0,0,0,1,0,0,1,0,0,0,0,0,0
4023,70230460,1,0,0,0,0,0,0,1,0,0,0,0,0
4024,131215347,0,0,0,0,0,1,0,0,0,0,0,0,0
4025,167488721,0,0,0,0,0,0,0,0,0,1,0,0,0
4026,178328581,0,0,0,1,0,0,0,0,0,0,0,0,0
4027,195658763,0,0,0,0,0,0,0,0,0,0,1,0,0
4031,52711758,0,0,0,0,0,1,0,0,0,0,0,0,0
4033,60437971,0,0,0,1,0,0,0,0,0,0,0,0,0
4035,212554881,1,0,0,1,0,0,0,0,0,0,0,0,0
4036,2200684,0,0,0,1,0,0,1,0,0,0,0,0,0
4039,16118559,1,0,0,0,0,0,0,0,0,0,0,0,0
4041,41354641,1,0,0,0,0,0,1,0,0,0,0,0,0
4042,52694242,0,0,0,1,0,0,0,0,0,0,0,0,0
4046,190207667,0,0,0,1,0,0,0,1,0,0,0,0,0
4047,212272295,0,0,1,0,0,0,0,0,0,0,0,0,0
4049,21442303,1,0,0,0,0,0,0,0,0,0,0,0,0
4051,53733941,0,0,0,1,0,0,0,0,0,0,0,0,0
4054,59004868,1,0,0,0,0,0,0,0,0,0,0,0,0
4055,60399428,0,0,0,0,0,0,0,0,0,0,1,0,0
4056,64026179,0,0,0,0,0,0,0,0,1,0,0,0,0
4057,71842891,0,0,0,1,0,0,0,0,0,0,0,0,0
4058,106400087,0,0,0,1,0,0,1,0,0,0,0,0,0
4059,142211331,1,0,0,0,0,0,0,0,0,0,0,0,0
4060,150444797,0,0,0,1,0,0,0,0,0,0,0,0,0
4061,154091133,0,0,0,0,0,0,0,0,0,0,1,0,0
4064,167925795,0,0,0,1,0,0,1,0,0,0,0,0,0
4065,180880935,0,0,0,1,0,0,0,0,0,0,0,0,0
4067,190671203,0,0,0,0,0,0,0,0,1,0,0,0,0
4068,192274777,0,0,0,1,0,0,1,0,0,0,0,0,0
4069,193629231,1,0,0,0,0,0,0,0,0,0,0,0,0
4070,201116473,1,0,0,0,0,0,0,0,0,0,0,0,0
4071,205423503,0,0,0,1,0,0,0,0,0,0,0,0,0
4073,209319699,1,0,0,0,0,0,0,0,0,0,0,0,0
4074,213424767,0,0,0,1,0,0,0,0,0,0,0,0,0
4075,213455927,0,0,0,1,0,0,0,0,0,0,0,0,0
4076,214529957,1,0,0,0,0,0,0,0,0,0,0,0,0
4077,214793763,0,0,0,1,0,0,0,0,0,0,0,0,0
4078,214855231,0,0,0,1,0,0,0,0,0,0,0,0,0
4080,11240767,0,0,0,1,0,0,1,0,0,0,0,0,0
4081,11900967,1,0,0,0,0,1,0,1,0,0,0,0,0
4085,43719689,0,0,0,1,0,0,0,0,0,0,0,0,0
4086,44160167,1,0,0,1,0,0,0,0,0,0,0,0,0
4088,64299400,0,0,0,1,0,0,0,0,0,0,0,0,0
4089,132211755,1,0,0,0,1,0,0,0,0,0,0,0,0
4090,136239049,1,0,0,1,0,0,0,0,0,0,0,0,0
4092,144078441,1,0,0,0,0,0,1,1,0,0,0,0,0
4093,154884031,0,0,0,1,0,0,0,0,0,0,0,0,0
4096,207330505,0,0,0,1,0,0,0,0,0,0,0,0,0
4098,212798989,0,0,0,1,0,0,1,0,0,0,0,0,0
4099,2410968,0,0,0,1,0,0,0,0,0,0,0,0,0
4100,2583202,0,0,0,1,0,0,0,0,0,0,0,0,0
4102,11255440,1,0,0,0,0,0,0,0,0,0,0,0,0
4105,11695598,0,0,0,0,0,0,0,0,1,0,0,0,0
4106,12160416,0,0,0,0,0,0,0,1,0,0,0,0,0
4109,40185196,0,0,0,1,0,0,0,0,0,0,0,0,0
4110,44286384,0,0,0,0,0,0,0,0,0,0,1,0,0
4111,50188312,1,0,0,0,0,0,0,0,0,0,0,0,0
4112,57740058,0,0,0,1,0,0,0,0,0,0,0,0,0
4113,60384437,0,0,0,0,0,0,0,0,1,0,0,0,0
4115,64042023,1,0,0,0,0,0,0,1,0,0,0,0,0
4116,64694775,1,0,0,1,0,0,0,0,0,0,0,0,0
4117,64713776,0,0,0,0,0,0,0,1,0,0,0,0,0
4122,69634833,0,0,0,0,0,0,0,0,0,0,1,0,0
4123,123149021,1,0,0,0,0,0,0,0,0,0,0,0,0
4124,126747419,1,0,0,0,0,0,0,0,0,0,0,0,0
4125,136549019,1,0,0,1,0,0,0,0,0,0,0,0,0
4126,136922721,0,0,0,1,0,0,0,0,0,0,0,0,0
4127,138265281,1,0,0,0,0,0,0,0,0,0,0,0,0
4128,142376231,0,0,1,0,0,0,1,1,0,0,0,0,0
4129,144690131,0,0,1,0,0,0,0,0,0,0,0,0,0
4130,164061503,0,0,0,0,0,0,0,0,1,0,0,0,0
4131,168620699,1,0,0,0,0,0,0,0,0,0,0,0,0
4132,199026413,1,0,0,0,0,0,0,0,0,0,0,0,0
4133,200949869,0,0,0,1,0,0,0,0,0,0,0,0,0
4134,202191461,0,1,0,0,0,0,1,0,0,0,0,0,0
4135,205324611,1,0,0,0,0,0,0,0,0,0,0,0,0
4136,206053015,1,0,0,0,0,0,0,0,0,0,0,0,0
4137,206603935,0,0,0,1,0,0,0,0,0,0,0,0,0
4138,207344767,0,1,0,0,0,0,0,0,0,0,0,0,0
4139,210149463,1,0,0,0,0,0,0,0,0,0,0,0,0
4140,211320039,0,0,0,0,0,0,0,0,1,0,0,0,0
4141,212496423,1,0,0,0,0,0,0,0,0,0,0,0,0
4142,213346001,0,0,0,0,0,0,0,0,1,0,0,0,0
4143,213777801,1,0,0,0,0,0,0,0,0,0,0,0,0
4145,214730435,1,0,0,0,0,0,0,0,0,0,0,0,0
4148,11311167,1,0,0,0,0,0,0,0,0,0,0,0,0
4149,11886716,1,0,0,0,0,0,0,0,0,0,0,0,0
4150,11929035,0,0,0,1,0,0,0,0,0,0,0,0,0
4151,12190581,0,0,0,1,0,0,0,0,0,0,0,0,0
4152,15423244,0,0,0,0,0,1,0,0,0,0,0,0,0
4153,19718518,1,0,0,0,0,0,0,0,0,0,0,0,0
4154,20371671,1,0,0,1,0,0,0,1,0,0,0,0,0
4155,20594407,0,0,0,1,0,0,0,0,0,0,0,0,0
4156,44699255,0,0,0,1,0,0,0,0,0,0,0,0,0
4157,49352009,0,0,0,1,0,0,0,0,0,0,0,0,0
4158,53924088,0,0,0,1,0,0,1,0,0,0,0,0,0
4159,60485960,0,0,0,1,0,0,0,0,0,0,0,0,0
4160,62432204,1,0,0,0,0,0,0,0,0,0,0,0,0
4161,64958651,0,0,0,1,0,0,0,0,0,0,0,0,0
4162,66211183,0,0,0,1,0,0,0,0,0,0,0,0,0
4163,67702864,0,0,0,1,0,0,0,0,0,0,0,0,0
4164,68793659,1,0,0,1,0,0,0,0,0,0,0,0,0
4165,69013070,0,0,0,0,0,0,0,1,0,0,0,0,0
4166,69077691,0,0,0,1,0,0,0,0,0,0,0,0,0
4167,69099976,1,0,1,1,0,0,0,0,0,0,0,0,0
4169,70431189,1,0,0,1,0,0,0,0,0,0,0,0,0
4170,106124481,1,0,0,1,0,0,0,0,0,0,0,0,0
4174,136738397,0,0,0,1,0,0,0,0,0,0,0,0,0
4176,142339241,0,0,0,1,0,0,0,0,0,0,0,0,0
4177,155797161,1,0,0,0,0,0,0,0,0,0,0,0,0
4178,186282289,1,0,0,1,0,0,0,0,0,0,0,0,0
4180,189294833,0,0,1,0,0,0,0,0,0,0,0,0,0
4181,191569437,0,0,0,0,0,0,0,0,0,1,0,0,0
4182,199180195,0,0,0,1,0,0,0,0,0,0,0,0,0
4183,199679215,1,0,0,0,0,0,0,0,0,0,0,0,0
4185,201014035,0,0,0,0,0,0,0,0,0,1,0,0,0
4188,204605209,0,0,0,1,0,0,1,0,0,0,0,0,0
4190,209062767,0,0,0,1,0,0,0,0,0,0,0,0,0
4191,209882637,1,0,0,1,0,0,0,0,0,0,0,0,0
4193,212270915,1,0,0,0,0,0,0,0,0,0,0,0,0
4194,212553735,0,0,0,1,0,0,0,0,0,0,0,0,0
4195,212738607,0,0,0,1,0,0,0,0,0,0,0,0,0
4196,213071441,0,0,0,1,0,0,0,0,0,0,0,0,0
4197,213072185,0,0,0,0,0,0,0,0,1,0,0,0,0
4200,214025589,0,0,0,0,0,0,0,0,1,0,0,0,0
4201,214853175,0,0,0,0,0,0,0,0,1,0,0,0,0
4203,2320632,0,0,0,1,0,0,0,0,0,0,0,0,0
4204,2517522,0,0,0,1,0,0,0,0,0,0,0,0,0
4205,11082387,1,0,0,0,0,0,0,0,0,0,0,0,0
4206,11172988,0,0,0,1,0,0,1,0,0,0,0,0,0
4207,11257611,1,0,0,1,0,0,0,0,0,0,0,0,0
4208,11523275,0,0,0,0,0,1,0,1,0,0,0,0,0
4211,12196346,0,0,0,1,0,0,0,0,0,0,0,0,0
4212,12332110,0,0,0,1,0,0,0,0,0,0,0,0,0
4213,15598338,0,0,0,1,0,0,0,0,0,0,0,0,0
4214,17734405,1,0,0,0,0,0,0,0,0,0,0,0,0
4215,22285354,1,0,1,0,0,0,0,0,0,0,0,0,0
4216,22393258,1,0,0,0,0,0,0,0,0,0,0,0,0
4217,40538696,1,0,0,0,0,0,0,0,0,0,0,0,0
4218,45036842,0,0,0,1,0,0,0,0,0,0,0,0,0
4219,46299415,1,0,0,0,0,0,0,0,0,0,0,0,0
4220,46831378,1,0,0,0,0,0,0,0,0,0,0,0,0
4221,47671753,1,0,0,0,0,0,0,0,0,0,0,0,0
4222,47734046,0,0,0,1,0,0,0,0,0,0,0,0,0
4223,48534587,1,0,0,0,0,0,0,0,0,0,0,0,0
4225,56204030,0,0,0,1,0,0,0,0,0,0,0,0,0
4227,58134818,0,0,0,1,0,0,0,0,0,0,0,0,0
4228,58470535,1,0,0,1,0,0,0,0,0,0,0,0,0
4229,59518631,0,0,0,0,0,0,0,0,1,0,0,0,0
4230,59838089,0,0,0,0,0,0,0,0,1,0,0,0,0
4231,60423784,1,0,0,0,0,0,0,0,0,0,0,0,0
4233,64963576,0,0,0,1,0,0,0,0,0,0,0,0,0
4234,65083963,0,0,0,0,0,0,0,0,0,1,0,0,0
4235,65940332,1,0,0,0,0,0,0,0,0,0,0,0,0
4236,66375657,0,1,0,0,0,0,0,0,0,0,0,0,0
4237,67412270,1,0,0,0,0,0,1,0,0,0,0,0,0
4240,68535995,0,1,0,0,0,0,0,0,0,0,0,0,0
4241,68684789,1,1,0,0,0,0,0,0,0,0,0,0,0
4242,68730053,0,0,0,1,0,0,0,0,0,0,0,0,0
4243,68820791,1,0,0,1,0,0,0,0,0,0,0,0,0
4244,68938180,0,0,0,1,0,0,0,0,0,0,0,0,0
4245,69165797,0,0,0,0,0,0,0,1,0,0,0,0,0
4246,70076146,0,0,0,1,0,0,0,0,0,0,0,0,0
4247,70768094,0,0,0,1,0,0,0,0,0,0,0,0,0
4248,73473334,0,0,0,1,0,0,0,1,0,0,0,0,0
4249,106866239,0,0,0,0,0,0,0,0,0,0,1,0,0
4250,113903607,0,0,0,1,0,0,0,0,0,0,0,0,0
4251,131247143,0,0,0,0,0,0,0,0,1,0,0,0,0
4252,131784387,0,0,0,0,0,0,0,0,0,0,1,0,0
4254,144974429,1,0,0,0,0,0,0,0,0,0,0,0,0
4255,149476013,0,0,0,1,0,0,0,0,0,0,0,0,0
4257,154979861,1,0,0,0,0,0,0,0,0,0,0,0,0
4259,161626815,0,0,0,1,0,0,0,0,0,0,0,0,0
4260,162878511,1,0,0,0,0,0,0,0,0,0,0,0,0
4261,172054397,1,0,0,0,0,0,0,0,0,0,0,0,0
4265,180281923,0,0,0,1,0,0,0,0,0,0,0,0,0
4266,194718499,0,0,1,0,0,0,1,0,0,0,0,0,0
4267,201092379,0,0,0,0,0,0,0,1,0,0,0,0,0
4269,204314653,0,0,0,0,0,0,0,0,1,0,0,0,0
4270,208074127,0,0,0,1,0,0,0,0,0,0,0,0,0
4272,208758517,1,0,0,1,0,0,0,0,0,0,0,0,0
4273,209392727,1,0,0,1,0,0,1,0,0,0,0,0,0
4274,210108869,1,0,0,0,0,0,0,0,0,0,0,0,0
4275,211889001,1,0,0,1,0,0,0,0,0,0,0,0,0
4278,212841831,0,0,0,0,0,0,0,0,0,0,1,0,0
4279,212891933,1,0,0,0,0,0,0,0,0,0,0,0,0
4283,214184749,0,0,0,1,0,0,1,0,0,0,0,0,0
4285,214799155,0,0,0,1,0,0,0,0,0,0,0,0,0
4286,215064413,0,0,0,1,0,0,0,0,0,0,0,0,0
4287,215068531,0,0,0,1,0,0,0,0,0,0,0,0,0
4288,215088203,0,0,0,1,0,0,0,0,0,0,0,0,0
4290,215132395,0,0,0,1,0,0,0,0,0,0,0,0,0
4291,2131172,0,0,0,1,0,0,0,0,0,0,0,0,0
4294,2337156,0,0,1,1,0,0,0,1,0,0,0,0,0
4296,11007956,0,0,0,1,0,0,0,0,0,0,0,0,0
4299,11423902,0,0,0,1,0,0,0,0,0,0,0,0,0
4303,12696008,0,0,0,1,0,0,0,0,0,0,0,0,0
4305,14991438,0,0,0,1,0,0,0,0,0,0,0,0,0
4306,18707432,1,0,0,1,0,0,0,0,0,0,0,0,0
4307,18992480,1,0,0,1,0,0,0,0,0,0,0,0,0
4308,19579228,0,0,0,1,0,0,0,0,0,0,0,0,0
4309,20413393,0,0,0,1,0,0,0,0,0,0,0,0,0
4311,22287559,0,0,0,1,0,0,0,0,0,0,0,0,0
4313,43155871,0,0,0,0,0,0,0,0,0,0,1,0,0
4315,43978901,1,0,0,0,0,0,0,1,0,0,0,0,0
4316,45103314,0,0,0,1,0,0,0,0,0,0,0,0,0
4317,45715702,1,0,0,0,0,0,0,1,0,0,0,0,0
4318,46189572,0,0,0,0,0,0,0,1,0,0,0,0,0
4319,46808183,0,0,0,1,0,0,0,0,0,0,0,0,0
4321,52460707,0,0,0,0,0,0,0,1,0,0,0,0,0
4322,52997943,0,0,0,1,0,0,0,0,0,0,0,0,0
4326,58359690,1,0,0,0,0,0,0,0,0,0,0,0,0
4328,59378979,0,0,0,0,0,0,0,0,0,0,1,0,0
4330,66640079,0,0,0,0,0,0,0,0,0,1,0,0,0
4331,67459454,0,0,0,1,0,0,0,0,0,0,0,0,0
4332,68471748,1,0,0,0,0,0,0,0,0,0,0,0,0
4334,68906923,1,0,0,0,0,0,0,1,0,0,0,0,0
4336,69629104,1,0,0,1,0,0,0,0,0,0,0,0,0
4337,69857021,0,0,0,0,0,1,0,0,0,0,1,0,0
4338,70165707,0,1,0,0,0,0,0,0,0,0,0,0,0
4339,71887794,0,0,0,0,0,0,0,0,1,0,0,0,0
4341,100155523,0,0,0,1,0,0,1,0,0,0,0,0,0
4342,105104449,1,0,0,0,0,0,0,0,0,0,0,0,0
4343,110448299,0,0,0,1,0,0,0,0,0,0,0,0,0
4344,129713519,1,0,0,1,0,0,0,0,0,0,0,0,0
4345,134400147,0,0,0,0,0,0,0,1,0,0,0,0,0
4347,140422067,0,0,0,0,0,1,0,0,0,0,0,0,0
4348,141583047,0,0,0,1,0,0,0,0,0,0,0,0,0
4351,151326199,0,0,0,1,0,0,0,0,0,0,0,0,0
4352,156364137,0,0,0,1,0,0,0,0,0,0,0,0,0
4353,161468271,1,0,0,0,0,0,0,0,0,0,0,0,0
4354,167834235,1,0,0,0,0,0,0,0,0,0,0,0,0
4355,173655845,0,0,0,1,0,0,0,0,0,0,0,0,0
4359,181612845,1,0,0,0,0,0,0,0,0,0,0,0,0
4360,182960245,0,0,0,1,0,0,0,0,0,0,0,0,0
4361,187215935,0,0,0,1,0,0,0,0,0,0,0,0,0
4362,188102841,1,0,0,0,0,0,0,0,0,0,0,0,0
4363,188403231,0,0,0,1,0,0,0,0,0,0,0,0,0
4365,190190503,0,0,0,0,0,0,0,0,0,0,1,0,0
4367,193267123,0,0,0,0,0,0,0,1,0,0,0,0,0
4368,200384671,1,0,0,0,0,0,0,0,0,0,0,0,0
4369,201355391,1,0,0,0,0,0,0,0,0,0,0,0,0
4370,201749703,1,0,0,0,0,0,0,0,0,0,0,0,0
4371,202418137,1,0,0,1,0,0,0,0,0,0,0,0,0
4373,203935525,1,0,0,0,0,0,0,0,0,0,0,0,0
4376,205323359,1,0,0,1,0,0,0,0,0,0,0,0,0
4377,207133249,0,0,0,1,0,0,0,0,0,0,0,0,0
4378,210100385,0,0,0,0,0,0,0,0,0,0,1,0,0
4380,211041319,0,0,0,1,0,0,0,0,0,0,0,0,0
4382,212692831,0,0,0,1,0,0,0,0,0,0,0,0,0
4383,212960117,0,0,0,0,0,0,0,0,1,0,0,0,0
4384,213109181,0,0,0,0,0,0,0,0,1,0,0,0,0
4385,213422059,0,0,1,0,0,0,0,0,0,0,0,0,0
4386,213443473,0,0,0,0,0,0,0,1,0,0,0,0,0
4387,213756315,0,0,0,1,0,0,0,0,0,0,0,0,0
4389,213957393,0,0,0,1,0,0,0,0,0,0,0,0,0
4391,214837837,0,0,0,1,0,0,0,0,0,0,0,0,0
4392,215000315,0,0,0,1,0,0,0,0,0,0,0,0,0
4394,215187639,0,0,0,1,0,0,0,0,0,0,0,0,0
4395,215205095,0,0,1,0,0,0,0,0,0,0,0,0,0
4397,2051246,0,0,1,1,0,0,1,0,0,0,0,0,0
4398,2213051,1,0,0,1,0,0,0,0,0,0,0,0,0
4399,11200792,0,0,0,1,0,0,1,0,0,0,0,0,0
4403,12147966,0,0,0,1,0,0,0,0,0,0,0,0,0
4405,13448288,0,0,0,0,0,0,0,0,0,1,0,0,0
4406,13869782,1,0,0,1,0,0,0,0,0,0,0,0,0
4410,19201653,1,0,0,0,0,0,0,0,0,0,0,0,0
4411,20347452,1,0,0,1,0,0,0,0,0,0,0,0,0
4412,21212167,0,0,0,1,0,0,0,0,0,0,0,0,0
4414,40639522,0,0,1,0,0,0,0,0,0,0,0,0,0
4416,43903643,1,0,0,0,0,0,0,0,0,0,0,0,0
4417,44059924,0,0,0,0,0,0,0,0,1,0,0,0,0
4419,46808306,1,0,0,0,0,0,0,0,0,0,0,0,0
4422,47017482,0,0,0,0,0,0,0,0,0,0,1,0,0
4424,51066274,0,0,0,1,0,0,0,0,0,0,0,0,0
4428,59232276,0,0,0,1,0,0,0,0,0,0,0,0,0
4429,63592577,0,0,0,0,0,0,0,1,0,0,0,0,0
4432,67418630,0,0,0,1,0,0,0,0,0,0,0,0,0
4434,68248290,0,0,0,1,0,0,0,0,0,0,0,0,0
4435,68522583,0,0,0,1,0,0,0,0,0,0,0,0,0
4436,69599874,1,0,0,0,0,0,0,0,0,0,0,0,0
4438,69792016,1,0,0,1,0,0,0,0,0,0,0,0,0
4439,70935616,1,0,0,0,0,0,0,0,0,0,0,0,0
4441,71981099,1,0,0,0,0,0,0,0,0,0,0,0,0
4442,71994679,0,0,0,1,0,0,0,0,0,0,0,0,0
4443,74304132,1,0,0,1,0,0,0,0,0,0,0,0,0
4444,74421104,0,0,0,1,0,0,0,0,0,0,0,0,0
4445,74454862,0,0,0,1,0,0,0,0,0,0,0,0,0
4446,102026337,0,0,0,1,0,0,0,0,0,0,0,0,0
4447,105027397,0,0,0,0,0,1,0,0,0,0,1,0,0
4448,109698197,1,0,0,0,0,0,0,0,0,0,0,0,0
4450,128546863,0,0,0,0,0,0,0,0,0,0,1,0,0
4452,134365663,0,0,0,1,0,0,0,0,0,0,0,0,0
4453,134921937,0,0,0,1,0,0,0,0,0,0,0,0,0
4454,135476751,0,0,0,1,0,0,0,0,0,0,0,0,0
4455,144960345,0,0,0,1,0,0,0,0,0,0,0,0,0
4457,153193647,0,0,0,0,0,0,0,0,0,0,1,0,0
4458,155191907,0,0,0,0,0,0,0,0,0,1,0,0,0
4462,178626161,0,0,0,0,0,1,0,0,0,0,0,0,0
4467,186940309,0,0,1,0,0,0,0,0,0,0,0,0,0
4469,189729017,1,0,0,0,0,0,0,0,0,0,0,0,0
4471,190555847,0,0,0,1,0,0,0,0,0,0,0,0,0
4472,193292243,0,0,0,1,0,0,0,0,0,0,0,0,0
